"","scope 1 emissions","scope 2 emissions","total emissions","emissions quality flag","s1 lower bound","s1 upper bound","s1 mean","tot lower bound","tot upper bound","tot mean","co2 emissions per capita","latitude","longitude","region","population","city area km","average annual temperature celcius","gdp-ppp per capita","ngdp","ngdp per capita","energy per person co2","center of commerce index","urbanization ratio","mean one-way travel time","average diesel price","average gasoline price","household size","congestion rank","economy rank","environment rank","governance rank","human capital rank","international impact rank","mobility and transportation rank","public management rank","social cohesion rank","technology rank","urban planning rank","CIMI","CIMI Ranking","exports","production","natgas exports","C4H waste per capita","C4H waste plus natgas per capita","corrected C4H waste plus natgas per capita"
"222",NA,NA,615452,"D",NA,NA,NA,NA,NA,NA,NA,45.048,9.700556,"Europe",100413,118.46,11.8,NA,NA,NA,NA,NA,NA,NA,2.01,2.14,2.1,958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8e+07,7.8e+09,0.01,0.0113831309,0.0151458624,0.0151130591
"223",17876,25566,43442,"A",6809.3877382208,12384.0767744168,9596.7322563188,32375.3877382208,37950.0767744168,35162.7322563188,NA,37.817,-122.233333,"North America",11353,4.3511832,15,NA,NA,NA,NA,NA,NA,28.2,0.97,0.86,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"224",3185501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6298,73.7997,"South Asia",1729320,171.51,NA,NA,3.39320208282499,NA,NA,NA,NA,NA,0.91,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",929863.268202,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459777528012,33.7333333333,113.3,"East Asia",979130,384,NA,NA,7,6769.82591876,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",2768427.4,2200856.14,4969246.69,"B",2419158.03673442,2466038.95831407,2442598.49752425,4619977.32673442,4666858.24831407,4643417.78752425,NA,22.675,120.491414,"East Asia",839001,2775.6003,25,NA,NA,NA,NA,NA,NA,NA,0.98,0.98,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0129213814,0.0149246533,0.0149246533
"227",2073556,2729490,4803046,"A",1768276.48052022,1922057.81395473,1845167.14723747,4497766.48052022,4651547.81395473,4574657.14723747,NA,40.44,-79.976389,"North America",303625,143.4077463,11.1,58615,116,49277.8249787596,NA,NA,NA,23.4,0.97,0.86,2.13,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"228",4610317,2364227,6974544,"A",3991817.00266598,4303379.84344006,4147598.42305302,6356044.00266598,6667606.84344006,6511825.42305302,NA,45.52,-122.681944,"North America",639863,345.5823657,12.5,67639,155.23932,66772.1560094128,12.26,NA,80.731,25.1,0.97,0.86,2.34,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"229",NA,NA,1020000,"D",NA,NA,NA,778218.509218809,811734.336999108,794976.423108958,NA,41.162,-8.621953,"Europe",287591,41.42,15.2,21674,30.39974,23201.7993759884,NA,NA,NA,30.83,1.64,1.89,2.3,228,91,32,133,151,55,145,151,17,161,73,59.1,98,0,1,0,0.0311275785,0.0361368851,0.0361368851
"230",NA,NA,2829128,"D",NA,NA,NA,2167003.88753129,2232451.64101773,2199727.76427451,NA,-30.033,-51.23,"Latin America & Caribbean",1481019,496.827,19.5,15078,68,17176.0545592321,NA,NA,NA,27.7,1.02,1.27,2.73811696587315,125,168,79,83,97,136,102,109,128,150,106,54.15,117,1.17e+10,1.703e+10,0.69,0.0151203426,0.0204194776,0.0167788505
"231",4648959,10589996,15236693,"A",3398023.08832,3553090.28704,3475556.68768,13985757.08832,14140824.28704,14063290.68768,NA,-25.667,28.333333,"Africa",3200000,6298,17,16696,34,23160.7629427793,NA,NA,59.256,51.45,1.17,1.19,3.4,191,165,140,158,114,175,179,44,114,173,154,41.16,165,0,1,0,0.0122306776,0.0139613383,0.0139613383
"232",235623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.777007,113.202187,"Southeast Asia",223159,56.67,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",4661066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5203,73.8567,"South Asia",3124458,243.84,NA,NA,19,3875178.46216602,NA,NA,NA,NA,0.91,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",14564735.0219,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53942811037,36.0666666667,120.383333333,"East Asia",6188100,3239,NA,NA,48.1,12933.5842969,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",1447990.44292,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6119075299,47.35,123.916666667,"East Asia",1481637,4039.3,NA,NA,7,4504.5045045,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",713312132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.67604,121.0437,"Southeast Asia",2936116,165.33,NA,NA,21.2950151285694,NA,NA,NA,NA,NA,0.82,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",4653611,579739,5233350,"A",3709103.59721952,4314146.61701377,4011625.10711664,4288842.59721952,4893885.61701377,4591364.10711664,NA,-0.217,-78.516667,"Latin America & Caribbean",2550000,4232,22,NA,NA,NA,NA,NA,NA,28.95,0.29,0.6,NA,NA,107,86,171,135,120,96,38,118,160,161,51.05,130,0,2.4e+08,0,0.005414334,0.0150645511,0.0150645511
"238",2019912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3039,70.80216,"South Asia",1442975,170,NA,NA,2.68891916161351,NA,NA,NA,NA,NA,0.91,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",11115,307.46,11419,"A",NA,NA,NA,NA,NA,NA,NA,44.417,12.2,"Europe",158784,652.89,14.1,NA,NA,NA,NA,NA,NA,NA,2.01,2.14,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8e+07,7.8e+09,0.01,0.0113831309,0.0151458624,0.0151130591
"240",1333830,371415,1705245,"B",570118.404294438,645607.587227398,607862.995760918,941533.404294438,1017022.5872274,979277.995760918,NA,-8.05,-34.9,"Latin America & Caribbean",1555039,218,26,10359,36,9753.45434841506,NA,NA,NA,34.9,1.02,1.27,3.24669572643036,106,173,144,134,148,166,150,93,132,114,116,45.4,151,1.17e+10,1.703e+10,0.69,0.0151203426,0.0204194776,0.0167788505
"241",1371400,1180239,2551639,"B",1134734.07571013,1253952.03529624,1194343.05550318,2314973.07571013,2434191.03529624,2374582.05550318,NA,39.527,-119.821944,"North America",245255,266.7948699,10.4,NA,20.554,NA,NA,NA,NA,19.4,0.97,0.86,2.47,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"242",346630,NA,346630,"E",262694.884690864,262694.884690864,262694.884690864,262694.884690864,262694.884690864,262694.884690864,NA,64.133,-21.933333,"Europe",123246,273,6,NA,NA,NA,NA,NA,NA,21.1,1.86,1.85,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0244788722,0.0244788722,0.0244788722
"243",1470127,1682371,3152498,"A",NA,NA,NA,NA,NA,NA,NA,37.533,-77.466667,"North America",223170,154.9073019,15,56933,68,53882.7258320127,NA,NA,NA,21.9,0.97,0.86,2.33,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"244",16171534,4096511,20268045,"A",13128762.1478054,13429525.3708141,13279143.7593098,17225273.1478054,17526036.3708141,17375654.7593098,NA,-22.908,-43.196389,"Latin America & Caribbean",6500000,1224,23.7,14176,180.9,15283.8796890842,1,35.91,82.834,42.6,1.02,1.27,2.94,29,155,90,76,85,60,43,75,170,102,95,54.84,114,1.17e+10,1.703e+10,0.69,0.0151203426,0.0204194776,0.0167788505
"245",NA,NA,1971679,"D",NA,NA,NA,1873350.7220397,1922882.55347347,1898116.63775658,NA,37.267,-79.933333,"North America",99660,110.2299744,14,NA,14.249,NA,NA,NA,NA,19.2,0.97,0.86,2.29,793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"246",NA,NA,10008879,"D",NA,NA,NA,NA,NA,NA,NA,41.9,12.5,"Europe",2890000,1285,16,38025,189.91929,46580.6757166417,NA,45.99,67.588,37.7,2.01,2.14,2.1,114,78,36,89,41,9,65,60,115,60,16,71.64,43,6.8e+07,7.8e+09,0.01,0.0113831309,0.0151458624,0.0151130591
"247",3687016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.9442,-60.6505,"Latin America & Caribbean",1193605,178.69,NA,NA,15,11857707.5098814,NA,NA,NA,NA,1.33,1.52,NA,NA,150,88,127,112,141,115,176,111,141,103,47.49,139,NA,NA,NA,NA,NA,NA
"248",17840039,NA,34190633,"C",NA,NA,NA,NA,NA,NA,NA,51.917,4.5,"Europe",620000,208,11,45265,65.48175,43570.95994613,NA,NA,NA,13.3333333333333,1.8,2.15,1.9,357,60,71,53,61,111,106,120,30,93,9,68.26,59,6.342e+10,8.152e+10,0.78,0.0136552404,0.0287396254,0.0170044476
"249",3242166,366395,3698964,"A",1878348.21192842,2013154.97808187,1945751.59500515,2335146.21192842,2469952.97808187,2402549.59500515,NA,-12.975,-38.476667,"Latin America & Caribbean",2920000,693,26,10070,49,13710.1287073307,NA,NA,NA,33.9,1.02,1.27,3.09846347656909,52,174,101,148,110,132,66,106,155,131,121,49.62,135,1.17e+10,1.703e+10,0.69,0.0151203426,0.0204194776,0.0167788505
"250",7214051,8520711,15734762,"A",5815994.94816,6520250.91736,6168122.93276,14336705.94816,15040961.91736,14688833.93276,NA,29.417,-98.5,"North America",1492510,1193.8040907,27,44232,85,39516.5039516504,NA,NA,NA,23.7,0.97,0.86,2.85,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"251",88330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,123,"Southeast Asia",132536,451.5,NA,NA,NA,NA,NA,NA,NA,NA,0.82,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,12624227,"D",NA,NA,NA,11226170.94816,11930426.91736,11578298.93276,NA,32.715,-117.1625,"North America",1406630,842.2388481,17.6,62295,172.9,55630.6306306306,NA,NA,80.731,23.2,0.97,0.86,2.73,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"253",4186111,1131352,5381687,"A",3322495.82676567,3757532.84837972,3540014.3375727,4518071.82676567,4953108.84837972,4735590.33757269,NA,37.783,-122.416667,"North America",870887,121.3928313,10.4,72390,283.3,65156.3937442502,NA,52.39,80.731,29.15,0.97,0.86,2.32,4,2,58,20,9,45,23,12,100,16,24,88.46,5,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"254",1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-75,"Latin America & Caribbean",460223,3141,NA,NA,NA,NA,NA,NA,NA,NA,1.04,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",1096122.89,224507.1,1320629.99,"A",695516.859181823,914221.186766977,804869.0229744,920023.959181824,1138728.28676698,1029376.1229744,NA,22.151,-100.976111,"Latin America & Caribbean",824229,1471.71,21,NA,16.63222,13178.6494756976,NA,NA,NA,NA,1.02,1.03,3.8,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.973e+09,7.8e+09,0.38,0.0078818986,0.0231951974,0.0173584747
"256",119026,215565,334591,"B",27153.7451648,73433.4231408,50293.5841528,242718.7451648,288998.4231408,265858.5841528,NA,34.022,-118.481389,"North America",92478,21.8077158,20,NA,NA,NA,NA,NA,NA,26.1,0.97,0.86,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"257",1358351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2843,121.088893,"Southeast Asia",353767,54.84,NA,NA,NA,NA,NA,NA,NA,NA,0.82,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",245483,86235,331717,"A",NA,NA,NA,NA,NA,NA,NA,39.233,-8.683333,"Europe",61752,552.54,16,NA,NA,NA,NA,NA,NA,20.1123612183103,1.64,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0311275785,0.0361368851,0.0361368851
"259",23120027.8,8306669,31426696.8,"A",18362773.3358874,19932444.6538244,19147608.9948559,26669442.3358874,28239113.6538244,27454277.9948559,NA,-33.45,-70.666667,"Latin America & Caribbean",7310000,641,14,23929,93,15166.3405088063,NA,NA,NA,37.09,1.09,1.52,3.5,NA,40,39,110,71,71,91,125,79,129,96,62.74,85,0,1,0,0.0155646043,0.02322913,0.02322913
"260",NA,NA,4174608,"D",NA,NA,NA,3158858.93051627,3725713.73007097,3442286.33029362,NA,3.421,-76.522222,"Latin America & Caribbean",2400653,619,24.7,NA,NA,NA,NA,NA,NA,NA,1.04,1.08,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.006765019,0.0153077511,0.0153077511
"261",5429899,1357475,6787374,"A",4438265.58382082,5073497.10756292,4755881.34569187,5795740.58382082,6430972.10756292,6113356.34569187,NA,-2.183,-79.883333,"Latin America & Caribbean",3500000,344.5,26,NA,NA,NA,NA,NA,NA,NA,0.29,0.6,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.4e+08,0,0.005414334,0.0150645511,0.0150645511
"262",15880130.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.5505,-46.633309,"Latin America & Caribbean",12106920,1521.11,NA,20650,437,22200.7722007722,0.9,42.7,82.834,NA,1.02,1.27,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",13024847.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.062,141.3544,"East Asia",1880863,1121.26,NA,32446,67.19166,30484.2147480249,NA,NA,85.978,28,1.1,1.38,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",2381327,1228219,3609546,"A",2235855.27336019,2309135.11911536,2272495.19623777,3464074.27336019,3537354.11911536,3500714.19623777,NA,32.017,-81.116667,"North America",146763,267.1574685,19,NA,15.905,NA,NA,NA,NA,19.7,0.97,0.86,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"265",5150000,72000,5222000,"C",4488519.76518656,4821733.44661376,4655126.60590016,4560519.76518656,4893733.44661376,4727126.60590016,NA,47.61,-122.333056,"North America",704352,217.4037606,11,73012,211,61177.1527979125,13.5,NA,80.731,27.6,0.97,0.86,2.12,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"266",8131.48208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.377294,100.400146,"Southeast Asia",818197,751,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",1770297.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.96667,109.417,"Southeast Asia",1555984,373.78,NA,NA,9,5784061.6966581,NA,NA,NA,NA,0.8,0.93,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",6573042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2681,140.87,"East Asia",1025126,786.3,NA,33765.3546131086,52.09355,NA,NA,NA,NA,28.5,1.1,1.38,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",25082520,22530144,47612664,"A",20551223.489917,21930435.8982568,21240829.6940869,43081367.489917,44460579.8982568,43770973.6940869,NA,37.567,126.966667,"East Asia",9995784,605.21,12.1,34355,233.3,23820.7065550337,4.1,61.83,81.345,47.95,1.37,1.55,2.47,NA,14,53,24,15,19,2,39,59,4,78,84.91,7,0,1,0,0.0109325943,0.0157162134,0.0157162134
"270",47538733.2263,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35133671793,31.2286111111,121.474722222,"East Asia",23019196,6341,NA,15288.7139108,250.7,11234.5955635,10.9,52.89,42.522,NA,1.09,1.17,NA,NA,79,165,61,12,12,4,148,163,7,102,63.73,80,NA,NA,NA,NA,NA,NA
"271",2213793,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,23.35,116.666666667,"East Asia",5389328,2248.39,NA,NA,18,3376.47720878,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",12745308,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,41.8,123.4,"East Asia",6255921,3464,NA,NA,64.3,10511.6887363,NA,NA,42.522,NA,1.09,1.17,NA,NA,139,178,137,147,137,111,172,143,36,129,42.7,162,NA,NA,NA,NA,NA,NA
"273",20444357.3118,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97370200148,22.55,114.1,"East Asia",12528300,2050,NA,NA,141.5,13605.7692308,NA,40.04,42.522,NA,1.09,1.17,NA,NA,94,162,149,49,18,36,177,146,27,81,53.96,118,NA,NA,NA,NA,NA,NA
"274",6524736.36402,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26813755136,38.0666666667,114.483333333,"East Asia",4303700,15848,NA,NA,18,6289.3081761,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",218896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.10482,77.173403,"South Asia",169578,35.34,NA,NA,0.333092313265448,NA,NA,NA,NA,NA,0.91,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",46831680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.283333,103.833333,"Southeast Asia",5607300,719.9,NA,66864,222.7,43786.8659064098,NA,66.16,100,NA,1.16,1.58,NA,715,21,10,15,56,25,89,19,75,30,88,79.22,22,NA,NA,NA,NA,NA,NA
"277",461798,124510,586308,"A",383007.55536416,422697.40962836,402852.48249626,507517.55536416,547207.40962836,527362.48249626,NA,42.388,-71.1,"North America",81322,10.6707588,NA,NA,NA,NA,NA,NA,NA,29.7,0.97,0.86,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"278",980290,133680.5,1113971,"A",677302.014402934,707250.905581017,692276.459991976,810983.014402934,840931.905581017,825957.459991976,NA,-23.502,-47.458056,"Latin America & Caribbean",644919,450.38,20.8,NA,21,16380.6552262091,NA,NA,NA,NA,1.02,1.27,3.25437835963239,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17e+10,1.703e+10,0.69,0.0151203426,0.0204194776,0.0167788505
"279",2481945.42,6153317.9,8703679.12,"A",2163094.77070271,2323712.41743825,2243403.59407048,8384828.47070271,8545446.11743825,8465137.29407048,NA,38.627,-90.197778,"North America",311404,160.3462809,13.9,50070,125,43998.5920450546,NA,NA,NA,23.6,0.97,0.86,2.2,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"280",1834343,859099,2693442,"B",937311.483981331,1000320.54442612,968816.014203727,1796410.48398133,1859419.54442612,1827915.01420373,NA,59.329,18.068611,"Europe",901000,216,7,56250,143,71428.5714285714,NA,56.67,84.319,35,1.82,1.82,2.11326885192076,116,24,4,30,75,37,7,81,54,55,66,77.76,25,0,1,0,0.0322533841,0.0346900756,0.0346900756
"281",16255462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.178284,72.807696,"South Asia",4467797,326.515,NA,NA,14,3206596.42693541,NA,NA,NA,NA,0.91,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",3670140,2710235,5775155,"A",3132405.92376293,3296078.61847249,3214242.27111771,5237420.92376293,5401093.61847249,5319257.27111771,NA,37.267,127.016667,"East Asia",1170878,121.04,13.1,NA,NA,NA,NA,NA,NA,43.5,1.37,1.55,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0109325943,0.0157162134,0.0157162134
"283",10917942.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48958612877,31.3,120.6,"East Asia",10465994,8488.42,NA,NA,52.7,12935.6897398,NA,NA,NA,NA,1.09,1.17,NA,NA,129,173,132,92,82,60,178,113,32,2,51.27,129,NA,NA,NA,NA,NA,NA
"284",359064,3197465,3556529,"A",165405.67952832,199266.236357417,182335.957942868,3362870.67952832,3396731.23635742,3379800.95794287,NA,-33.865,151.209444,"Oceania",205000,26,20,46344,268.9,58545.6128891792,NA,58.33,88.182,33,1.28,1.23,2.1,NA,17,30,37,37,33,71,16,58,24,20,81.14,16,3.161e+10,6.264e+10,0.5,0.0277933709,0.039682077,0.0336826837
"285",2019794.06653,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.730166833573,36.2,117.083333333,"East Asia",1735425,2086.8,NA,NA,NA,NA,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",6493593,8463811,14957404,"A",5363279.15821356,5514996.31451305,5439137.7363633,13827090.1582136,13978807.314513,13902948.7363633,NA,25.033,121.633333,"East Asia",2704974,271.8,23,46102,160.3,23549.2874981637,NA,53.32,71.335,35.28,0.98,0.98,2.63,NA,90,157,44,28,29,99,26,42,1,131,68.65,56,0,1,0,0.0129213814,0.0149246533,0.0149246533
"287",3380932.83274,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974897781548,37.8694444444,112.560277778,"East Asia",3212500,1460,NA,NA,24,7003.20980449,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",5782654.8678,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.501608,39.6230555556,118.176111111,"East Asia",3187171,3874,NA,NA,33.6,11067.1936759,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",21143194.6,14621331.42,35764526.0208,"A",20243259.0796205,20364053.5465705,20303656.3130955,34864590.5004205,34985384.9673705,34924987.7338955,NA,24.991,121.314328,"East Asia",2116988,1220.95,23,42168,NA,NA,NA,NA,NA,NA,0.98,0.98,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0129213814,0.0149246533,0.0149246533
"290",4077107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1724,72.957,"South Asia",1886941,147,NA,NA,3.7024796633173,NA,NA,NA,NA,NA,0.91,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",34806608.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64,39.1333333333,117.183333333,"East Asia",12784000,174.9,NA,NA,128.8,11614.0667268,10.8,NA,42.522,NA,1.09,1.17,NA,NA,106,174,155,51,145,42,180,112,57,148,41.73,164,NA,NA,NA,NA,NA,NA
"292",27611000,42515000,70125000,"A",26518519.2672671,26658148.6913695,26588333.9793183,69032519.2672671,69172148.6913696,69102333.9793183,NA,35.683,139.683333,"East Asia",12576611,2190.93,16.6,43664,1874.7,51443.3894956369,4.4,66.6,85.978,43.8,1.1,1.38,2.02,NA,6,8,91,6,20,21,33,96,5,86,84.85,8,0,1,0,0.0025182088,0.0028872234,0.0028872234
"293",4378317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.28261,-99.655665,"Latin America & Caribbean",873536,452.37,NA,NA,12,6500541.71180932,NA,NA,NA,NA,1.02,1.03,NA,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",NA,NA,3496156,"D",NA,NA,NA,NA,NA,NA,NA,45.067,7.7,"Europe",892649,130.17,15,34284,67.32928,38236.6540837785,NA,NA,67.588,27.22,2.01,2.14,2,321,103,17,50,109,92,32,139,80,99,12,67.53,61,6.8e+07,7.8e+09,0.01,0.0113831309,0.0151458624,0.0151130591
"295",16151019,2169947,18320966,"A",NA,NA,NA,NA,NA,NA,NA,43.7,-79.4,"North America",2810000,634,8,45771,270,47030.1341229751,9.8,58.16,80.122,32.8,1.16,1.17,2.9,53,15,37,2,32,43,51,18,44,26,45,82.85,11,7.796e+10,1.515e+11,0.51,0.046860437,0.1017275144,0.0734936045
"296",NA,NA,260331,"D",NA,NA,NA,NA,NA,NA,NA,39.083,-9.266667,"Europe",79465,407.15,15,NA,NA,NA,NA,NA,NA,19.9896757810496,1.64,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0311275785,0.0361368851,0.0361368851
"297",2571089,4088012,6659101,"A",2041979.70800917,2308512.92515258,2175246.31658087,6129991.70800917,6396524.92515258,6263258.31658087,NA,32.222,-110.926389,"North America",530706,587.1766329,21.6,41117,37,37525.354969574,NA,NA,NA,22.4,0.97,0.86,2.45,717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
